"poll_id","state","end_date","transparency_score","candidate_name","pct"
85566,"Wisconsin",2022-01-07,9.5,"Kamala Harris",56.07
81444,"Wisconsin",2024-05-07,7.5,"Donald Trump",99.94
81444,"Wisconsin",2024-05-07,7.5,"Kamala Harris",0.06
79445,"Illinois",2022-02-07,7.5,"Donald Trump",47.95
79445,"Illinois",2022-02-07,7.5,"Joe Biden",52.05
79965,"Louisiana",2024-07-07,2,"Kamala Harris",6.09
79965,"Louisiana",2024-07-07,2,"Bernie Sanders",30.48
79965,"Louisiana",2024-07-07,2,"Joe Biden",63.43
81893,"Maryland",2024-03-07,10,"Joe Biden",3.13
81893,"Maryland",2024-03-07,10,"Donald Trump",53.39
81893,"Maryland",2024-03-07,10,"Bernie Sanders",31.15
81893,"Maryland",2024-03-07,10,"Elizabeth Ann Warren",12.34
87386,"Oregon",2021-12-07,6,"Donald Trump",34.82
87386,"Oregon",2021-12-07,6,"Kamala Harris",33.78
87386,"Oregon",2021-12-07,6,"Elizabeth Ann Warren",23.34
87386,"Oregon",2021-12-07,6,"Bernie Sanders",8.06
81960,"Indiana",2021-08-07,6.5,"Elizabeth Ann Warren",6.77
81960,"Indiana",2021-08-07,6.5,"Joe Biden",42.25
81960,"Indiana",2021-08-07,6.5,"Bernie Sanders",18.27
81960,"Indiana",2021-08-07,6.5,"Donald Trump",24.12
81960,"Indiana",2021-08-07,6.5,"Kamala Harris",8.59
75113,"Hawaii",2022-06-07,8.5,"Donald Trump",39.95
75113,"Hawaii",2022-06-07,8.5,"Joe Biden",31.74
75113,"Hawaii",2022-06-07,8.5,"Kamala Harris",28.31
76033,"South Dakota",2021-04-07,6,"Bernie Sanders",23.54
76033,"South Dakota",2021-04-07,6,"Donald Trump",15.63
76033,"South Dakota",2021-04-07,6,"Kamala Harris",34.45
76033,"South Dakota",2021-04-07,6,"Joe Biden",17.03
76033,"South Dakota",2021-04-07,6,"Elizabeth Ann Warren",9.35
75568,"Missouri",2024-05-07,3,"Bernie Sanders",58.18
75568,"Missouri",2024-05-07,3,"Kamala Harris",41.82
74713,"Tennessee",2024-02-07,7,"Joe Biden",43.6
74713,"Tennessee",2024-02-07,7,"Bernie Sanders",16.96
74713,"Tennessee",2024-02-07,7,"Donald Trump",39.44
77198,"Utah",2024-01-07,1,"Elizabeth Ann Warren",50.21
77198,"Utah",2024-01-07,1,"Bernie Sanders",16.59
77198,"Utah",2024-01-07,1,"Kamala Harris",33.2
81111,"Delaware",2021-12-07,8,"Joe Biden",30.59
81111,"Delaware",2021-12-07,8,"Kamala Harris",34.33
81111,"Delaware",2021-12-07,8,"Elizabeth Ann Warren",25.99
81111,"Delaware",2021-12-07,8,"Bernie Sanders",9.09
78594,"North Carolina",2022-08-07,2.5,"Kamala Harris",37.9
78594,"North Carolina",2022-08-07,2.5,"Elizabeth Ann Warren",17.35
78594,"North Carolina",2022-08-07,2.5,"Donald Trump",41.57
78594,"North Carolina",2022-08-07,2.5,"Joe Biden",3.18
87074,"Minnesota",2024-06-07,6.5,"Elizabeth Ann Warren",26.73
87074,"Minnesota",2024-06-07,6.5,"Joe Biden",26.14
87074,"Minnesota",2024-06-07,6.5,"Bernie Sanders",25.92
87074,"Minnesota",2024-06-07,6.5,"Kamala Harris",5.36
87074,"Minnesota",2024-06-07,6.5,"Donald Trump",15.84
75139,"Minnesota",2022-05-07,6.5,"Elizabeth Ann Warren",11.22
75139,"Minnesota",2022-05-07,6.5,"Donald Trump",24.09
75139,"Minnesota",2022-05-07,6.5,"Kamala Harris",18.6
75139,"Minnesota",2022-05-07,6.5,"Joe Biden",21.8
75139,"Minnesota",2022-05-07,6.5,"Bernie Sanders",24.29
86044,"North Carolina",2024-08-07,1,"Bernie Sanders",30.36
86044,"North Carolina",2024-08-07,1,"Donald Trump",11.71
86044,"North Carolina",2024-08-07,1,"Joe Biden",27.38
86044,"North Carolina",2024-08-07,1,"Kamala Harris",30.55
80388,"Colorado",2023-07-07,10,"Donald Trump",37.29
80388,"Colorado",2023-07-07,10,"Elizabeth Ann Warren",42.86
80388,"Colorado",2023-07-07,10,"Kamala Harris",0.98
80388,"Colorado",2023-07-07,10,"Bernie Sanders",18.87
78848,"Kansas",2024-08-07,2.5,"Bernie Sanders",20.92
78848,"Kansas",2024-08-07,2.5,"Donald Trump",41.18
78848,"Kansas",2024-08-07,2.5,"Elizabeth Ann Warren",37.91
86677,"Iowa",2024-02-07,7,"Donald Trump",72.45
86677,"Iowa",2024-02-07,7,"Bernie Sanders",2.92
86677,"Iowa",2024-02-07,7,"Kamala Harris",13.2
86677,"Iowa",2024-02-07,7,"Elizabeth Ann Warren",11.43
87000,"New York",2024-04-07,9,"Bernie Sanders",5.54
87000,"New York",2024-04-07,9,"Joe Biden",40.7
87000,"New York",2024-04-07,9,"Elizabeth Ann Warren",23.3
87000,"New York",2024-04-07,9,"Donald Trump",30.46
85686,"Indiana",2021-04-07,9.5,"Elizabeth Ann Warren",8.77
85686,"Indiana",2021-04-07,9.5,"Donald Trump",34.09
85686,"Indiana",2021-04-07,9.5,"Bernie Sanders",23.26
85686,"Indiana",2021-04-07,9.5,"Joe Biden",33.88
76251,"Oregon",2022-07-07,0.5,"Bernie Sanders",31.85
76251,"Oregon",2022-07-07,0.5,"Joe Biden",17.84
76251,"Oregon",2022-07-07,0.5,"Kamala Harris",33.51
76251,"Oregon",2022-07-07,0.5,"Elizabeth Ann Warren",6.65
76251,"Oregon",2022-07-07,0.5,"Donald Trump",10.15
78961,"New Mexico",2024-08-07,0.5,"Donald Trump",25.31
78961,"New Mexico",2024-08-07,0.5,"Joe Biden",39.76
78961,"New Mexico",2024-08-07,0.5,"Kamala Harris",34.93
78546,"Georgia",2024-05-07,5.5,"Elizabeth Ann Warren",6.75
78546,"Georgia",2024-05-07,5.5,"Kamala Harris",93.25
79790,"Ohio",2024-09-07,10,"Elizabeth Ann Warren",26.56
79790,"Ohio",2024-09-07,10,"Bernie Sanders",33.84
79790,"Ohio",2024-09-07,10,"Joe Biden",39.59
79145,"Washington",2022-05-07,10,"Bernie Sanders",39.87
79145,"Washington",2022-05-07,10,"Elizabeth Ann Warren",46.39
79145,"Washington",2022-05-07,10,"Kamala Harris",13.74
75008,"Michigan",2021-10-07,8,"Joe Biden",49.4
75008,"Michigan",2021-10-07,8,"Donald Trump",50.6
82601,"Tennessee",2022-06-07,7,"Kamala Harris",16.08
82601,"Tennessee",2022-06-07,7,"Bernie Sanders",32.51
82601,"Tennessee",2022-06-07,7,"Elizabeth Ann Warren",0.54
82601,"Tennessee",2022-06-07,7,"Joe Biden",13.46
82601,"Tennessee",2022-06-07,7,"Donald Trump",37.4
78063,"Nebraska",2022-03-07,7.5,"Elizabeth Ann Warren",78.3
78063,"Nebraska",2022-03-07,7.5,"Bernie Sanders",4.17
78063,"Nebraska",2022-03-07,7.5,"Donald Trump",13.19
78063,"Nebraska",2022-03-07,7.5,"Joe Biden",4.33
80492,"Illinois",2024-10-07,10,"Kamala Harris",25.69
80492,"Illinois",2024-10-07,10,"Elizabeth Ann Warren",18.06
80492,"Illinois",2024-10-07,10,"Joe Biden",30.39
80492,"Illinois",2024-10-07,10,"Bernie Sanders",22.98
80492,"Illinois",2024-10-07,10,"Donald Trump",2.89
76700,"Oklahoma",2024-09-07,9,"Bernie Sanders",44.77
76700,"Oklahoma",2024-09-07,9,"Kamala Harris",23.02
76700,"Oklahoma",2024-09-07,9,"Donald Trump",32.21
77343,"California",2022-04-07,1,"Donald Trump",37.49
77343,"California",2022-04-07,1,"Elizabeth Ann Warren",54.28
77343,"California",2022-04-07,1,"Bernie Sanders",8.23
84601,"New York",2021-04-07,0.5,"Bernie Sanders",38.12
84601,"New York",2021-04-07,0.5,"Donald Trump",20.12
84601,"New York",2021-04-07,0.5,"Kamala Harris",0.67
84601,"New York",2021-04-07,0.5,"Joe Biden",12.08
84601,"New York",2021-04-07,0.5,"Elizabeth Ann Warren",29
82878,"Illinois",2021-07-07,8,"Elizabeth Ann Warren",53.37
82878,"Illinois",2021-07-07,8,"Donald Trump",43.28
82878,"Illinois",2021-07-07,8,"Joe Biden",3.35
82742,"Utah",2023-09-07,9.5,"Donald Trump",1.74
82742,"Utah",2023-09-07,9.5,"Kamala Harris",26.59
82742,"Utah",2023-09-07,9.5,"Joe Biden",48.65
82742,"Utah",2023-09-07,9.5,"Bernie Sanders",23.01
84557,"Vermont",2021-10-07,1,"Donald Trump",35.02
84557,"Vermont",2021-10-07,1,"Joe Biden",25.09
84557,"Vermont",2021-10-07,1,"Bernie Sanders",39.88
76010,"South Carolina",2022-01-07,7,"Elizabeth Ann Warren",25.03
76010,"South Carolina",2022-01-07,7,"Bernie Sanders",11.74
76010,"South Carolina",2022-01-07,7,"Joe Biden",26.06
76010,"South Carolina",2022-01-07,7,"Donald Trump",2.46
76010,"South Carolina",2022-01-07,7,"Kamala Harris",34.72
87374,"Texas",2021-10-07,7.5,"Donald Trump",9.87
87374,"Texas",2021-10-07,7.5,"Elizabeth Ann Warren",20.47
87374,"Texas",2021-10-07,7.5,"Kamala Harris",37.1
87374,"Texas",2021-10-07,7.5,"Joe Biden",32.56
79085,"Pennsylvania",2023-04-07,1.5,"Joe Biden",1.48
79085,"Pennsylvania",2023-04-07,1.5,"Bernie Sanders",37.97
79085,"Pennsylvania",2023-04-07,1.5,"Elizabeth Ann Warren",60.55
88386,"Virginia",2023-10-07,4,"Bernie Sanders",34.89
88386,"Virginia",2023-10-07,4,"Kamala Harris",38.14
88386,"Virginia",2023-10-07,4,"Donald Trump",26.97
81207,"Oklahoma",2022-11-07,9.5,"Kamala Harris",7.33
81207,"Oklahoma",2022-11-07,9.5,"Elizabeth Ann Warren",50.47
81207,"Oklahoma",2022-11-07,9.5,"Donald Trump",42.21
82636,"Kentucky",2023-04-07,0.5,"Bernie Sanders",7.84
82636,"Kentucky",2023-04-07,0.5,"Kamala Harris",51.53
82636,"Kentucky",2023-04-07,0.5,"Joe Biden",11.77
82636,"Kentucky",2023-04-07,0.5,"Elizabeth Ann Warren",28.86
86830,"Utah",2024-02-07,5.5,"Bernie Sanders",94.31
86830,"Utah",2024-02-07,5.5,"Elizabeth Ann Warren",5.69
75014,"Wyoming",2023-01-07,1,"Bernie Sanders",34.91
75014,"Wyoming",2023-01-07,1,"Kamala Harris",35.94
75014,"Wyoming",2023-01-07,1,"Elizabeth Ann Warren",8.8
75014,"Wyoming",2023-01-07,1,"Donald Trump",20.35
84220,"Louisiana",2022-07-07,4.5,"Bernie Sanders",31.79
84220,"Louisiana",2022-07-07,4.5,"Joe Biden",37.05
84220,"Louisiana",2022-07-07,4.5,"Elizabeth Ann Warren",15.17
84220,"Louisiana",2022-07-07,4.5,"Kamala Harris",0.21
84220,"Louisiana",2022-07-07,4.5,"Donald Trump",15.79
86367,"New Jersey",2022-04-07,7,"Kamala Harris",38.93
86367,"New Jersey",2022-04-07,7,"Donald Trump",52.63
86367,"New Jersey",2022-04-07,7,"Bernie Sanders",8.44
84686,"Arkansas",2022-12-07,2,"Elizabeth Ann Warren",59.26
84686,"Arkansas",2022-12-07,2,"Joe Biden",40.74
77326,"Massachusetts",2021-12-07,7.5,"Elizabeth Ann Warren",22.14
77326,"Massachusetts",2021-12-07,7.5,"Donald Trump",10.28
77326,"Massachusetts",2021-12-07,7.5,"Bernie Sanders",25.38
77326,"Massachusetts",2021-12-07,7.5,"Kamala Harris",42.2
87212,"Virginia",2024-09-07,7.5,"Bernie Sanders",44.23
87212,"Virginia",2024-09-07,7.5,"Joe Biden",55.77
79083,"Vermont",2023-08-07,6,"Bernie Sanders",31.84
79083,"Vermont",2023-08-07,6,"Kamala Harris",46.88
79083,"Vermont",2023-08-07,6,"Donald Trump",21.29
75804,"Kansas",2021-06-07,4.5,"Elizabeth Ann Warren",7.74
75804,"Kansas",2021-06-07,4.5,"Donald Trump",36.73
75804,"Kansas",2021-06-07,4.5,"Joe Biden",55.53
77811,"Oklahoma",2022-02-07,1.5,"Elizabeth Ann Warren",19
77811,"Oklahoma",2022-02-07,1.5,"Donald Trump",35.14
77811,"Oklahoma",2022-02-07,1.5,"Joe Biden",45.86
79114,"Florida",2022-01-07,0,"Kamala Harris",30.37
79114,"Florida",2022-01-07,0,"Elizabeth Ann Warren",36.04
79114,"Florida",2022-01-07,0,"Joe Biden",33.59
81767,"Florida",2022-05-07,0,"Donald Trump",34.77
81767,"Florida",2022-05-07,0,"Joe Biden",46.24
81767,"Florida",2022-05-07,0,"Kamala Harris",18.99
87587,"Connecticut",2021-07-07,6.5,"Joe Biden",35.94
87587,"Connecticut",2021-07-07,6.5,"Elizabeth Ann Warren",9.21
87587,"Connecticut",2021-07-07,6.5,"Kamala Harris",54.84
77848,"Colorado",2021-05-07,0,"Donald Trump",31.82
77848,"Colorado",2021-05-07,0,"Joe Biden",45.16
77848,"Colorado",2021-05-07,0,"Kamala Harris",11.71
77848,"Colorado",2021-05-07,0,"Elizabeth Ann Warren",11.32
78479,"Connecticut",2023-06-07,3.5,"Kamala Harris",11.02
78479,"Connecticut",2023-06-07,3.5,"Elizabeth Ann Warren",17.56
78479,"Connecticut",2023-06-07,3.5,"Bernie Sanders",27.86
78479,"Connecticut",2023-06-07,3.5,"Joe Biden",43.56
85330,"Utah",2022-01-07,0.5,"Kamala Harris",84.25
85330,"Utah",2022-01-07,0.5,"Elizabeth Ann Warren",15.75
84109,"Wisconsin",2023-09-07,7.5,"Joe Biden",2.31
84109,"Wisconsin",2023-09-07,7.5,"Bernie Sanders",12.44
84109,"Wisconsin",2023-09-07,7.5,"Elizabeth Ann Warren",16.41
84109,"Wisconsin",2023-09-07,7.5,"Donald Trump",45.3
84109,"Wisconsin",2023-09-07,7.5,"Kamala Harris",23.54
76531,"West Virginia",2023-07-07,5,"Donald Trump",27.58
76531,"West Virginia",2023-07-07,5,"Joe Biden",30.46
76531,"West Virginia",2023-07-07,5,"Kamala Harris",41.96
77268,"Nebraska",2024-06-07,4.5,"Donald Trump",38.7
77268,"Nebraska",2024-06-07,4.5,"Elizabeth Ann Warren",13.46
77268,"Nebraska",2024-06-07,4.5,"Joe Biden",4.11
77268,"Nebraska",2024-06-07,4.5,"Bernie Sanders",34.94
77268,"Nebraska",2024-06-07,4.5,"Kamala Harris",8.78
78130,"Wyoming",2023-09-07,1.5,"Donald Trump",69.64
78130,"Wyoming",2023-09-07,1.5,"Elizabeth Ann Warren",30.36
80681,"Massachusetts",2023-12-07,9.5,"Elizabeth Ann Warren",47.17
80681,"Massachusetts",2023-12-07,9.5,"Bernie Sanders",52.83
83412,"Texas",2023-05-07,2.5,"Bernie Sanders",9.84
83412,"Texas",2023-05-07,2.5,"Donald Trump",16.23
83412,"Texas",2023-05-07,2.5,"Kamala Harris",13.56
83412,"Texas",2023-05-07,2.5,"Elizabeth Ann Warren",44.79
83412,"Texas",2023-05-07,2.5,"Joe Biden",15.59
87653,"North Dakota",2023-05-07,0,"Elizabeth Ann Warren",4.17
87653,"North Dakota",2023-05-07,0,"Joe Biden",12.67
87653,"North Dakota",2023-05-07,0,"Donald Trump",9.49
87653,"North Dakota",2023-05-07,0,"Bernie Sanders",44.93
87653,"North Dakota",2023-05-07,0,"Kamala Harris",28.73
74929,"West Virginia",2024-07-07,2,"Bernie Sanders",26.39
74929,"West Virginia",2024-07-07,2,"Donald Trump",0.99
74929,"West Virginia",2024-07-07,2,"Joe Biden",38.42
74929,"West Virginia",2024-07-07,2,"Elizabeth Ann Warren",11.85
74929,"West Virginia",2024-07-07,2,"Kamala Harris",22.35
84502,"Mississippi",2024-01-07,7,"Joe Biden",32.62
84502,"Mississippi",2024-01-07,7,"Kamala Harris",2.95
84502,"Mississippi",2024-01-07,7,"Bernie Sanders",3.75
84502,"Mississippi",2024-01-07,7,"Donald Trump",60.68
83222,"Illinois",2022-03-07,5,"Bernie Sanders",15.26
83222,"Illinois",2022-03-07,5,"Joe Biden",10.34
83222,"Illinois",2022-03-07,5,"Donald Trump",53.49
83222,"Illinois",2022-03-07,5,"Kamala Harris",16.22
83222,"Illinois",2022-03-07,5,"Elizabeth Ann Warren",4.7
88329,"North Carolina",2023-01-07,4,"Kamala Harris",22.46
88329,"North Carolina",2023-01-07,4,"Bernie Sanders",31.4
88329,"North Carolina",2023-01-07,4,"Joe Biden",17.47
88329,"North Carolina",2023-01-07,4,"Elizabeth Ann Warren",28.66
74796,"Wisconsin",2022-03-07,3.5,"Kamala Harris",21.94
74796,"Wisconsin",2022-03-07,3.5,"Bernie Sanders",40.71
74796,"Wisconsin",2022-03-07,3.5,"Donald Trump",5.4
74796,"Wisconsin",2022-03-07,3.5,"Joe Biden",31.95
86816,"Nebraska",2023-04-07,5.5,"Joe Biden",15.51
86816,"Nebraska",2023-04-07,5.5,"Kamala Harris",24.17
86816,"Nebraska",2023-04-07,5.5,"Donald Trump",29.58
86816,"Nebraska",2023-04-07,5.5,"Bernie Sanders",30.74
81089,"Michigan",2023-03-07,5,"Kamala Harris",6.06
81089,"Michigan",2023-03-07,5,"Joe Biden",50.39
81089,"Michigan",2023-03-07,5,"Donald Trump",12.32
81089,"Michigan",2023-03-07,5,"Bernie Sanders",17.68
81089,"Michigan",2023-03-07,5,"Elizabeth Ann Warren",13.55
79567,"New Hampshire",2022-03-07,8,"Joe Biden",68.11
79567,"New Hampshire",2022-03-07,8,"Donald Trump",30.83
79567,"New Hampshire",2022-03-07,8,"Elizabeth Ann Warren",1.06
78320,"Indiana",2024-04-07,9,"Kamala Harris",40.62
78320,"Indiana",2024-04-07,9,"Elizabeth Ann Warren",26.06
78320,"Indiana",2024-04-07,9,"Joe Biden",33.33
84395,"Rhode Island",2023-03-07,7.5,"Bernie Sanders",15.6
84395,"Rhode Island",2023-03-07,7.5,"Joe Biden",36.85
84395,"Rhode Island",2023-03-07,7.5,"Kamala Harris",28.06
84395,"Rhode Island",2023-03-07,7.5,"Elizabeth Ann Warren",19.5
80349,"New Mexico",2024-08-07,0.5,"Elizabeth Ann Warren",30.5
80349,"New Mexico",2024-08-07,0.5,"Kamala Harris",39.19
80349,"New Mexico",2024-08-07,0.5,"Joe Biden",2.11
80349,"New Mexico",2024-08-07,0.5,"Donald Trump",28.21
82951,"Louisiana",2022-09-07,2,"Donald Trump",0.3
82951,"Louisiana",2022-09-07,2,"Elizabeth Ann Warren",52.26
82951,"Louisiana",2022-09-07,2,"Joe Biden",47.44
84046,"Utah",2024-02-07,9.5,"Joe Biden",21.62
84046,"Utah",2024-02-07,9.5,"Elizabeth Ann Warren",27.44
84046,"Utah",2024-02-07,9.5,"Bernie Sanders",12.74
84046,"Utah",2024-02-07,9.5,"Donald Trump",38.2
78116,"Ohio",2022-06-07,1,"Joe Biden",63.14
78116,"Ohio",2022-06-07,1,"Bernie Sanders",36.86
86937,"Delaware",2024-04-07,8,"Elizabeth Ann Warren",20.22
86937,"Delaware",2024-04-07,8,"Kamala Harris",17.49
86937,"Delaware",2024-04-07,8,"Joe Biden",18.66
86937,"Delaware",2024-04-07,8,"Bernie Sanders",20.63
86937,"Delaware",2024-04-07,8,"Donald Trump",23
78730,"Arkansas",2022-06-07,3.5,"Donald Trump",69.7
78730,"Arkansas",2022-06-07,3.5,"Kamala Harris",14.44
78730,"Arkansas",2022-06-07,3.5,"Elizabeth Ann Warren",15.86
84816,"Wyoming",2024-09-07,2,"Kamala Harris",56.9
84816,"Wyoming",2024-09-07,2,"Bernie Sanders",43.1
75116,"New Mexico",2024-07-07,4,"Elizabeth Ann Warren",24.61
75116,"New Mexico",2024-07-07,4,"Joe Biden",0.98
75116,"New Mexico",2024-07-07,4,"Kamala Harris",48.03
75116,"New Mexico",2024-07-07,4,"Bernie Sanders",26.38
80338,"Missouri",2024-09-07,8.5,"Joe Biden",54.62
80338,"Missouri",2024-09-07,8.5,"Donald Trump",29.13
80338,"Missouri",2024-09-07,8.5,"Kamala Harris",16.25
75861,"Colorado",2022-02-07,7.5,"Joe Biden",63.28
75861,"Colorado",2022-02-07,7.5,"Bernie Sanders",36.72
79691,"North Carolina",2021-04-07,2,"Bernie Sanders",39.9
79691,"North Carolina",2021-04-07,2,"Donald Trump",41
79691,"North Carolina",2021-04-07,2,"Joe Biden",19.11
85624,"Georgia",2021-08-07,7.5,"Donald Trump",30.26
85624,"Georgia",2021-08-07,7.5,"Joe Biden",17.05
85624,"Georgia",2021-08-07,7.5,"Kamala Harris",34.09
85624,"Georgia",2021-08-07,7.5,"Elizabeth Ann Warren",18.6
84614,"New York",2023-12-07,3,"Bernie Sanders",4.75
84614,"New York",2023-12-07,3,"Joe Biden",14.49
84614,"New York",2023-12-07,3,"Kamala Harris",30.23
84614,"New York",2023-12-07,3,"Elizabeth Ann Warren",19.48
84614,"New York",2023-12-07,3,"Donald Trump",31.04
84501,"Vermont",2022-05-07,9.5,"Kamala Harris",92.25
84501,"Vermont",2022-05-07,9.5,"Donald Trump",7.75
76627,"Kentucky",2023-06-07,1,"Donald Trump",34.31
76627,"Kentucky",2023-06-07,1,"Bernie Sanders",13.04
76627,"Kentucky",2023-06-07,1,"Joe Biden",18.11
76627,"Kentucky",2023-06-07,1,"Elizabeth Ann Warren",34.54
82452,"Florida",2022-12-07,2.5,"Joe Biden",23.09
82452,"Florida",2022-12-07,2.5,"Kamala Harris",36.03
82452,"Florida",2022-12-07,2.5,"Bernie Sanders",40.88
82985,"Oregon",2023-10-07,2,"Bernie Sanders",55.67
82985,"Oregon",2023-10-07,2,"Elizabeth Ann Warren",15.81
82985,"Oregon",2023-10-07,2,"Donald Trump",28.52
81530,"Indiana",2021-12-07,5.5,"Donald Trump",41.13
81530,"Indiana",2021-12-07,5.5,"Joe Biden",43.65
81530,"Indiana",2021-12-07,5.5,"Bernie Sanders",15.22
78898,"Nevada",2023-07-07,4.5,"Joe Biden",12.76
78898,"Nevada",2023-07-07,4.5,"Donald Trump",9.13
78898,"Nevada",2023-07-07,4.5,"Kamala Harris",25.62
78898,"Nevada",2023-07-07,4.5,"Bernie Sanders",25.05
78898,"Nevada",2023-07-07,4.5,"Elizabeth Ann Warren",27.45
76548,"Massachusetts",2021-11-07,1.5,"Kamala Harris",9.88
76548,"Massachusetts",2021-11-07,1.5,"Donald Trump",4.7
76548,"Massachusetts",2021-11-07,1.5,"Elizabeth Ann Warren",57.93
76548,"Massachusetts",2021-11-07,1.5,"Joe Biden",0.41
76548,"Massachusetts",2021-11-07,1.5,"Bernie Sanders",27.07
76915,"Idaho",2023-02-07,0.5,"Donald Trump",15.14
76915,"Idaho",2023-02-07,0.5,"Kamala Harris",30.54
76915,"Idaho",2023-02-07,0.5,"Joe Biden",28.55
76915,"Idaho",2023-02-07,0.5,"Elizabeth Ann Warren",6.54
76915,"Idaho",2023-02-07,0.5,"Bernie Sanders",19.23
